       AccelerometerStat_x_DC_FFT  AccelerometerStat_y_DC_FFT  AccelerometerStat_z_DC_FFT
249                     12.359468                  188.719956                 1756.271442
250                     12.772468                  191.085428                 1773.765885
251                     13.255498                  190.052928                 1765.363443
252                     12.279860                  182.983449                 1703.617568
253                     12.935872                  189.884736                 1765.109038
254                     12.788628                  193.597543                 1800.215817
255                     12.073959                  183.451516                 1703.087846
256                     12.599486                  190.960929                 1774.153743
257                     13.093889                  196.700429                 1827.609694
258                     12.351088                  187.175696                 1738.819509
259                     10.427945                  191.861748                 1774.011283
260                     10.438121                  186.991344                 1729.532405
261                     10.253169                  184.904197                 1712.094239
262                     10.454282                  190.830446                 1765.244317
263                     10.178948                  187.673691                 1738.441231
264                      9.961675                  183.668791                 1694.750643
265                     10.141240                  187.428286                 1729.040994
266                     11.159973                  191.683979                 1773.230181
267                     10.922947                  184.667171                 1711.771013
268                     10.790068                  191.294921                 1773.297802
269                     10.797251                  188.506872                 1747.189037
270                     10.893618                  187.884381                 1738.467566
271                     11.040861                  196.292817                 1818.412368
272                     10.478224                  187.955010                 1739.401911
273                     10.389040                  185.944479                 1721.207179
274                     10.688315                  186.046232                 1721.107209
275                     10.326192                  187.647953                 1738.724348
276                     10.991780                  187.054790                 1730.405692
277                     13.147759                  183.018763                 1703.638525
278                     13.739126                  187.811356                 1747.730733
279                     14.577097                  186.412544                 1729.828083
280                     14.523228                  183.869903                 1703.188403
281                     15.355811                  188.404521                 1747.667281
282                     15.093646                  184.644427                 1712.130153
283                     15.351023                  185.937296                 1720.867189
284                     15.789162                  189.261645                 1756.451608
285                     15.255255                  189.865583                 1756.323525
286                     15.860988                  184.840752                 1712.547938
287                     16.759412                  188.872587                 1747.459591
288                     16.789938                  185.611086                 1720.980316
289                     16.583438                  188.072924                 1739.233116
290                     17.534535                  190.543141                 1774.585889
291                      0.807445                  196.049804                 1755.900337
292                      0.529717                  190.270201                 1702.875362
293                      0.404620                  196.695041                 1756.456396
294                      0.317232                  196.378408                 1755.429886
295                      0.071826                  190.435999                 1703.136925
296                      0.150835                  184.549855                 1650.164021
297                      0.402824                  192.890655                 1729.394146
298                      0.340575                  193.110323                 1729.206789
299                      0.247800                  198.584664                 1773.635993
300                      0.369306                  195.255528                 1746.630600
301                      0.049680                  192.175986                 1720.286589
302                      0.238223                  194.487587                 1737.737319
303                      0.135272                  196.699829                 1755.668708
304                      0.829591                  193.128877                 1721.623165
305                      0.087987                  200.730468                 1791.469807
306                      0.184952                  195.638599                 1747.342275
307                      0.303465                  198.338062                 1773.993934
308                      0.132280                  198.669658                 1774.026850
309                      0.203507                  196.125221                 1755.684268
310                      0.420182                  190.798721                 1702.798143
311                      0.849942                  195.616453                 1747.091468
312                      1.553238                  200.512594                 1783.801174
313                      0.579397                  192.460895                 1721.304735
314                      0.272340                  113.762887                 1015.635331
315                      0.932542                  198.938407                 1775.244305
316                      0.092775                  193.737004                 1730.248873
317                      1.048660                  193.179155                 1720.940809
318                      0.602142                  199.399292                 1783.072747
319                      0.369904                  191.412235                 1711.952372
320                      0.405219                  195.110678                 1738.710574
321                      0.434548                  202.821803                 1809.205451
322                      0.390255                  193.725033                 1729.749681
323                      0.059256                  194.491178                 1738.532209
324                      0.146645                  202.053264                 1800.597703
325                      0.083199                  193.159403                 1721.533980
326                      0.637456                  196.365839                 1755.869811
327                      0.359130                  196.192858                 1756.178683
328                      0.187945                  193.007970                 1721.048554
329                      0.314239                  200.014601                 1782.835117
330                      0.490213                  196.025262                 1748.064727
331                      0.299874                  195.732572                 1748.041981
332                      0.057461                  199.349612                 1783.239728
333                      0.203507                  198.414078                 1773.422313
334                      0.296881                  190.231894                 1703.276983
335                      0.130484                  194.305628                 1738.211982
336                      0.477643                  198.017240                 1773.310980
337                      0.046088                  190.306114                 1702.874161
338                      0.433949                  196.005511                 1755.289218
339                      0.538097                  203.824376                 1826.172562
340                      0.354940                  196.520863                 1756.614425
341                      0.597353                  187.489934                 1676.703140
342                      0.170587                  201.877291                 1808.645798
343                      0.991798                  187.941241                 1678.940532
344                      0.813430                  199.280181                 1783.148149
345                      0.711676                  190.564089                 1703.974302
346                      0.739808                  198.915064                 1774.425475
347                      1.315015                  199.487279                 1782.899763
348                      1.068412                  195.059800                 1738.607034
349                      1.279102                  196.078533                 1747.882166
350                     13.980941                  193.643030                 1783.616218
351                     11.948862                  197.709578                 1730.044161
352                     12.827534                  208.786351                 1826.772312
353                     12.126033                  197.734718                 1729.932228
354                     11.863269                  197.767039                 1729.718556
355                     12.850279                  206.123999                 1791.031069
356                     11.436503                  199.986463                 1739.039181
357                     66.911353                  396.592329                 1656.406908
358                    751.808662                  503.881295                 1431.014353
359                     16.381727                   19.998767                 1724.049677
360                      4.079121                   13.994707                 1777.424218
361                     40.942644                   53.251835                 1735.160575
362                    117.992843                  743.262560                 1603.094011
363                    301.853169                  256.830804                 1725.414385
364                    196.420308                  479.888999                 1660.674568
365                     57.915739                  714.398063                 1534.851483
366                     81.631503                  638.929834                 1515.171142
367                     87.797172                   82.788502                 1775.836869
368                     85.884803                   81.085626                 1773.075743
369                     83.574398                   79.287580                 1737.332108
370                     85.350896                   80.826453                 1781.290246
371                     82.844167                   78.914085                 1745.779452
372                     84.784667                   81.048516                 1782.028860
373                     84.333361                   80.697765                 1781.287860
374                     81.638687                   78.027632                 1727.346500
375                     81.316666                   77.521258                 1735.359293
376                     82.219879                   78.673467                 1761.466861
377                     82.596966                   78.861413                 1779.625091
378                     80.245860                   76.861656                 1725.644823
379                     82.012780                   78.442427                 1761.447109
380                     80.568478                   77.180084                 1735.163556
381                     81.003624                   77.611639                 1751.787108
382                     81.727272                   78.530414                 1761.015562
383                     81.560276                   77.606851                 1751.650033
384                     79.810115                   76.337326                 1724.588378
385                     83.135062                   79.247478                 1787.458312
386                     82.116329                   78.752476                 1777.977872
387                     79.810115                   76.929890                 1733.843760
388                     84.128057                   80.604990                 1814.087225
389                     80.861768                   77.295006                 1751.098790
390                     79.307931                   75.839332                 1715.707678
391                     81.708118                   77.867220                 1768.996033
392                     81.865537                   78.459785                 1777.147681
393                     79.064919                   75.651387                 1724.867299
394                     84.427333                   80.706744                 1839.485521
395                     82.327618                   78.238921                 1794.956351
396                     79.336661                   76.884401                 1751.051491
397                     81.796703                   78.908100                 1787.597188
398                     82.325822                   79.474927                 1803.742481
399                     79.999257                   77.054987                 1750.915619
400                     79.343844                   76.492350                 1733.101557
401                     80.017812                   76.650966                 1751.172992
402                     79.035590                   75.838135                 1723.998202
403                     79.951372                   75.954253                 1733.952698
404                     83.372687                   79.349231                 1813.429425
405                     79.633542                   75.784265                 1732.431784
406                     80.110587                   76.932883                 1750.886298
407                     81.338813                   77.922886                 1777.045931
408                     78.320323                   74.954076                 1714.718879
409                     81.238256                   77.824125                 1768.451943
410                     82.201324                   78.786594                 1793.889152
411                     79.279200                   76.025481                 1723.422997
412                     81.120940                   77.584704                 1758.838034
413                     76.217615                   72.655642                 1661.623868
414                     80.187800                   76.567169                 1750.859945
415                     81.461515                   77.493725                 1759.504816
416                     83.951485                   80.587033                 1838.776231
417                     79.298953                   76.456437                 1732.913020
418                     80.308707                   76.689872                 1741.416021
419                     82.409619                   78.845851                 1778.906242
420                     80.704948                   77.295006                 1751.182561
421                     79.076292                   75.238387                 1715.188152
422                     74.887636                   71.427417                 1626.183704
423                     78.978728                   76.214024                 1723.934760
424                     78.976334                   75.500552                 1723.326030
425                     81.747024                   77.791803                 1777.548118
426                     77.276451                   74.426752                 1679.473835
427                     80.172836                   77.091499                 1741.032360
428                     83.296072                   79.666463                 1812.545356
429                     80.859972                   77.084915                 1759.230080
430                     79.374968                   75.994955                 1723.563642
431                     82.245018                   78.968553                 1794.533182
432                     80.211742                   77.444644                 1750.849169
433                     79.862787                   76.558789                 1741.458522
434                     81.864340                   79.182834                 1794.241092
435                     81.142488                   78.629175                 1777.169232
436                     79.241492                   75.932706                 1724.046088
437                     83.295474                   79.440211                 1803.490478
438                     76.231381                   72.753804                 1652.816196
439                     81.129320                   77.169909                 1759.444364
440                     83.753963                   80.604990                 1829.635770
441                     81.100589                   78.246103                 1777.303920
442                     79.062525                   75.516114                 1715.226453
443                     80.743255                   77.833103                 1767.734291
444                     75.419149                   72.467697                 1643.591929
445                     78.624985                   75.392214                 1714.405839
446                     81.485457                   78.359827                 1785.612386
447                     82.346772                   78.803952                 1770.359534
448                     75.018719                   71.478892                 1617.584325
449                     82.484438                   78.362820                 1759.841802
450                     82.787305                   78.400529                 1769.544899
451                     80.522988                   76.954431                 1741.638089
452                     81.791915                   77.622413                 1759.444958
453                     82.789100                   79.241492                 1795.442973
454                     81.478873                   77.713992                 1759.233689
455                     76.828735                   73.089591                 1670.930125
456                     82.697522                   78.995488                 1804.118968
457                     80.021403                   76.977176                 1742.102577
458                     84.274702                   79.855605                 1830.568907
459                     80.760014                   76.880810                 1751.058076
460                     78.856025                   75.188707                 1706.412798
461                     82.242025                   78.273636                 1776.999858
462                     82.653229                   78.865603                 1795.329847
463                     80.424826                   76.051817                 1732.467690
464                     79.362997                   75.233599                 1714.663811
465                     80.407468                   76.716807                 1742.192341
466                     79.322895                   75.964429                 1714.613534
467                     79.701777                   75.646000                 1723.888668
468                     84.038275                   80.280576                 1821.685823
469                     80.680407                   77.013687                 1750.553493
470                     79.801735                   75.964429                 1732.376114
471                     81.987043                   78.388558                 1778.468080
472                     80.053725                   76.385210                 1732.666414
473                     81.632102                   77.729554                 1758.876338
474                     82.977045                   78.471158                 1785.171853
475                     80.119565                   76.077555                 1731.606391
476                     80.434403                   76.691069                 1741.504003
477                     81.463311                   77.592486                 1750.930588
478                     79.572490                   75.667548                 1715.462878
479                     78.566925                   75.280884                 1714.575816
480                     82.079818                   78.037209                 1777.704344
481                     79.131358                   75.912355                 1722.567676
482                     81.125729                   77.582909                 1767.504436
483                     80.233888                   76.379224                 1749.795732
484                     78.775221                   75.531676                 1713.903650
485                     81.718293                   77.630195                 1767.571484
486                     80.821665                   76.993337                 1749.671220
487                     79.427043                   75.847711                 1723.678586
488                     80.930002                   76.901160                 1750.013014
489                     80.994047                   77.235750                 1750.479872
490                     79.917255                   76.178111                 1732.493437
491                     85.295231                   81.219701                 1848.201609
492                     81.676993                   77.967777                 1768.032367
493                     81.707520                   77.426089                 1759.203735
494                     80.455352                   76.667127                 1741.299304
495                     80.336839                   76.105088                 1731.966707
496                     80.075871                   76.145790                 1732.632309
497                     79.966336                   75.629240                 1714.463307
498                     84.093940                   79.594038                 1804.305723
